"timestamp","id","variable","user","source","unit","category","original_value"
"8/17/2015 16:00:00","44984632","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101400"
"8/17/2015 16:00:00","44984712","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","63"
"8/17/2015 16:00:00","44984792","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/17/2015 16:00:00","44984872","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/17/2015 16:00:00","44984952","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","3"
"8/17/2015 13:00:00","44984542","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","32"
"8/17/2015 13:00:00","44984622","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101500"
"8/17/2015 13:00:00","44984702","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","61"
"8/17/2015 13:00:00","44984782","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/17/2015 13:00:00","44984862","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/17/2015 13:00:00","44984942","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/17/2015 11:53:03","44989662","Commits","230","GitHub","Event","Activity","1"
"8/17/2015 10:59:23","44989672","Weight","230","Withings","Kilograms","Physique","78.261"
"8/17/2015 10:31:57","44989722","fatFreeMass","230","Withings","Kilograms","Physique","65.573"
"8/17/2015 10:31:57","44989742","fatMassWeight","230","Withings","Kilograms","Physique","11.46"
"8/17/2015 10:31:57","44989712","Heart Rate","230","Withings","Beats per Minute","Vital Signs","84"
"8/17/2015 10:31:57","44989682","Weight","230","Withings","Kilograms","Physique","77.033"
"8/17/2015 10:31:57","44989732","Fat Ratio","230","Withings","Percent","Physique","14.876"
"8/17/2015 10:00:00","44984532","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","28"
"8/17/2015 10:00:00","44984612","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101700"
"8/17/2015 10:00:00","44984692","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","74"
"8/17/2015 10:00:00","44984772","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/17/2015 10:00:00","44984852","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/17/2015 10:00:00","44984932","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/17/2015 07:00:00","44984522","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","21"
"8/17/2015 07:00:00","44984602","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101700"
"8/17/2015 07:00:00","44984682","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","95"
"8/17/2015 07:00:00","44984762","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","2"
"8/17/2015 07:00:00","44984842","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/17/2015 07:00:00","44984922","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/17/2015 04:00:00","44984512","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","20"
"8/17/2015 04:00:00","44984592","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101700"
"8/17/2015 04:00:00","44984672","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","94"
"8/17/2015 04:00:00","44984752","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/17/2015 04:00:00","44984832","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/17/2015 04:00:00","44984912","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/17/2015 02:48:22","44989692","Weight","230","Withings","Kilograms","Physique","78.189"
"8/17/2015 02:45:31","44989702","Weight","230","Withings","Kilograms","Physique","78.25"
"8/17/2015 01:00:00","44984502","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","19"
"8/17/2015 01:00:00","44984582","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101800"
"8/17/2015 01:00:00","44984662","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","93"
"8/17/2015 01:00:00","44984742","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/17/2015 01:00:00","44984822","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/17/2015 01:00:00","44984902","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/17/2015 00:00:00","44997532","BMI","230","Fitbit","Index","Physique","21.175588607788086"
"8/17/2015 00:00:00","44997542","Body Fat","230","Fitbit","Percent","Physique","0"
"8/17/2015 00:00:00","44995342","Calories Burned","230","Fitbit","Calories","Physical Activity","1715"
"8/17/2015 00:00:00","44997672","CaloriesIn","230","Fitbit","Calories","Nutrition","0"
"8/17/2015 00:00:00","44996422","Distance","230","Fitbit","Kilometers","Physical Activity","3.29472"
"8/17/2015 00:00:00","44995882","Steps","230","Fitbit","Count","Physical Activity","4224"
"8/17/2015 00:00:00","44997522","Weight","230","Fitbit","Kilograms","Physique","74.843"
"8/17/2015 00:00:00","44994272","Sleep Duration","230","Fitbit","Minutes","Sleep","300"
"8/17/2015 00:00:00","44994802","Awakenings","230","Fitbit","Count","Sleep","19"
"8/17/2015 00:00:00","44996922","Elevation","230","Fitbit","Meters","Physical Activity","6"
"8/17/2015 00:00:00","44997682","Water (Volume)","230","Fitbit","Milliliters","Foods","0"
"8/16/2015 22:00:00","44961602","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","24"
"8/16/2015 22:00:00","44961682","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101700"
"8/16/2015 22:00:00","44961762","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","90"
"8/16/2015 22:00:00","44961842","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/16/2015 22:00:00","44961922","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/16/2015 22:00:00","44962002","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/16/2015 19:00:00","44961592","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","28"
"8/16/2015 19:00:00","44961672","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101600"
"8/16/2015 19:00:00","44961752","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","78"
"8/16/2015 19:00:00","44961832","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/16/2015 19:00:00","44961912","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/16/2015 19:00:00","44961992","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/16/2015 16:00:00","44961582","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","32"
"8/16/2015 16:00:00","44961662","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101700"
"8/16/2015 16:00:00","44961742","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","65"
"8/16/2015 16:00:00","44961822","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/16/2015 16:00:00","44961902","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/16/2015 16:00:00","44961982","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/16/2015 15:17:22","44977772","fatFreeMass","230","Withings","Kilograms","Physique","73.21"
"8/16/2015 15:17:22","44977812","fatMassWeight","230","Withings","Kilograms","Physique","4.074"
"8/16/2015 15:17:22","44977752","Weight","230","Withings","Kilograms","Physique","77.284"
"8/16/2015 15:17:22","44977792","Fat Ratio","230","Withings","Percent","Physique","5.271"
"8/16/2015 14:44:55","44977782","fatFreeMass","230","Withings","Kilograms","Physique","70.868"
"8/16/2015 14:44:55","44977822","fatMassWeight","230","Withings","Kilograms","Physique","6.035"
"8/16/2015 14:44:55","44977762","Weight","230","Withings","Kilograms","Physique","76.903"
"8/16/2015 14:44:55","44977802","Fat Ratio","230","Withings","Percent","Physique","7.847"
"8/16/2015 13:00:00","44961572","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","30"
"8/16/2015 13:00:00","44961652","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101900"
"8/16/2015 13:00:00","44961732","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","71"
"8/16/2015 13:00:00","44961812","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/16/2015 13:00:00","44961892","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/16/2015 13:00:00","44961972","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/16/2015 10:00:00","44961562","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","26"
"8/16/2015 10:00:00","44961642","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","102000"
"8/16/2015 10:00:00","44961722","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","89"
"8/16/2015 10:00:00","44961802","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/16/2015 10:00:00","44961882","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/16/2015 10:00:00","44961962","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","30"
"8/16/2015 07:00:00","44961552","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","20"
"8/16/2015 07:00:00","44961632","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101900"
"8/16/2015 07:00:00","44961712","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","96"
"8/16/2015 07:00:00","44961792","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","2"
"8/16/2015 07:00:00","44961872","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/16/2015 07:00:00","44961952","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","66"
"8/16/2015 04:00:00","44961542","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","20"
"8/16/2015 04:00:00","44961622","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101900"
"8/16/2015 04:00:00","44961702","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","92"
"8/16/2015 04:00:00","44961782","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/16/2015 04:00:00","44961862","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/16/2015 04:00:00","44961942","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/16/2015 01:04:55","44964872","Commits","230","GitHub","Event","Activity","1"
"8/16/2015 01:00:00","44961532","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","20"
"8/16/2015 01:00:00","44961612","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101900"
"8/16/2015 01:00:00","44961692","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","86"
"8/16/2015 01:00:00","44961772","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/16/2015 01:00:00","44961852","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/16/2015 01:00:00","44961932","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/16/2015 00:35:23","44964882","Commits","230","GitHub","Event","Activity","1"
"8/16/2015 00:23:24","44964892","Commits","230","GitHub","Event","Activity","1"
"8/16/2015 00:13:37","44964902","Commits","230","GitHub","Event","Activity","1"
"8/16/2015 00:08:50","44964912","Commits","230","GitHub","Event","Activity","1"
"8/16/2015 00:04:42","44964922","Commits","230","GitHub","Event","Activity","1"
"8/16/2015 00:00:00","44995332","Calories Burned","230","Fitbit","Calories","Physical Activity","2651"
"8/16/2015 00:00:00","44996412","Distance","230","Fitbit","Kilometers","Physical Activity","7.00674"
"8/16/2015 00:00:00","44995872","Steps","230","Fitbit","Count","Physical Activity","8983"
"8/16/2015 00:00:00","44994262","Sleep Duration","230","Fitbit","Minutes","Sleep","356"
"8/16/2015 00:00:00","44994792","Awakenings","230","Fitbit","Count","Sleep","27"
"8/16/2015 00:00:00","44996912","Elevation","230","Fitbit","Meters","Physical Activity","70"
"8/15/2015 22:00:00","44939902","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","26"
"8/15/2015 22:00:00","44939982","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101900"
"8/15/2015 22:00:00","44940062","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","87"
"8/15/2015 22:00:00","44940142","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/15/2015 22:00:00","44940222","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/15/2015 22:00:00","44940302","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/15/2015 19:00:00","44939892","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","31"
"8/15/2015 19:00:00","44939972","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101800"
"8/15/2015 19:00:00","44940052","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","72"
"8/15/2015 19:00:00","44940132","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/15/2015 19:00:00","44940212","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/15/2015 19:00:00","44940292","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/15/2015 17:12:44","44955882","Commits","230","GitHub","Event","Activity","1"
"8/15/2015 16:40:03","44955892","Commits","230","GitHub","Event","Activity","1"
"8/15/2015 16:00:00","44939882","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","33"
"8/15/2015 16:00:00","44939962","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101900"
"8/15/2015 16:00:00","44940042","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","59"
"8/15/2015 16:00:00","44940122","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/15/2015 16:00:00","44940202","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/15/2015 16:00:00","44940282","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/15/2015 13:00:00","44939872","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","32"
"8/15/2015 13:00:00","44939952","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","102100"
"8/15/2015 13:00:00","44940032","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","63"
"8/15/2015 13:00:00","44940112","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/15/2015 13:00:00","44940192","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/15/2015 13:00:00","44940272","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/15/2015 10:00:00","44939862","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","31"
"8/15/2015 10:00:00","44939942","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","102100"
"8/15/2015 10:00:00","44940022","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","77"
"8/15/2015 10:00:00","44940102","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/15/2015 10:00:00","44940182","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/15/2015 10:00:00","44940262","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/15/2015 07:00:00","44939852","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","23"
"8/15/2015 07:00:00","44939932","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","102100"
"8/15/2015 07:00:00","44940012","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","99"
"8/15/2015 07:00:00","44940092","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","0"
"8/15/2015 07:00:00","44940172","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/15/2015 07:00:00","44940252","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","100"
"8/15/2015 04:00:00","44939842","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","20"
"8/15/2015 04:00:00","44939922","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","102000"
"8/15/2015 04:00:00","44940002","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","97"
"8/15/2015 04:00:00","44940082","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","2"
"8/15/2015 04:00:00","44940162","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/15/2015 04:00:00","44940242","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","5"
"8/15/2015 02:35:33","44943142","Facebook Posts","230","Facebook","Event","Activity","1"
"8/15/2015 01:00:00","44939832","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","23"
"8/15/2015 01:00:00","44939912","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101900"
"8/15/2015 01:00:00","44939992","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","91"
"8/15/2015 01:00:00","44940072","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/15/2015 01:00:00","44940152","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/15/2015 01:00:00","44940232","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/15/2015 00:54:20","44943152","Commits","230","GitHub","Event","Activity","1"
"8/15/2015 00:50:00","44943162","Commits","230","GitHub","Event","Activity","1"
"8/15/2015 00:11:06","44943172","Commits","230","GitHub","Event","Activity","1"
"8/15/2015 00:00:00","44995322","Calories Burned","230","Fitbit","Calories","Physical Activity","2655"
"8/15/2015 00:00:00","44996402","Distance","230","Fitbit","Kilometers","Physical Activity","6.09024"
"8/15/2015 00:00:00","44995862","Steps","230","Fitbit","Count","Physical Activity","7808"
"8/15/2015 00:00:00","44994252","Sleep Duration","230","Fitbit","Minutes","Sleep","472"
"8/15/2015 00:00:00","44994782","Awakenings","230","Fitbit","Count","Sleep","32"
"8/15/2015 00:00:00","44996902","Elevation","230","Fitbit","Meters","Physical Activity","15"
"8/14/2015 22:44:32","44933702","Commits","230","GitHub","Event","Activity","1"
"8/14/2015 22:42:14","44933712","Commits","230","GitHub","Event","Activity","1"
"8/14/2015 22:00:00","44595052","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","26"
"8/14/2015 22:00:00","44597772","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","102000"
"8/14/2015 22:00:00","44600492","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","83"
"8/14/2015 22:00:00","44603212","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/14/2015 22:00:00","44605932","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/14/2015 22:00:00","44608652","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/14/2015 21:32:18","44933722","Commits","230","GitHub","Event","Activity","1"
"8/14/2015 21:30:21","44933732","Commits","230","GitHub","Event","Activity","1"
"8/14/2015 21:04:15","44933742","Commits","230","GitHub","Event","Activity","1"
"8/14/2015 21:02:44","44933752","Commits","230","GitHub","Event","Activity","1"
"8/14/2015 20:50:35","44933762","Commits","230","GitHub","Event","Activity","1"
"8/14/2015 20:43:19","44933772","Commits","230","GitHub","Event","Activity","1"
"8/14/2015 20:42:08","44933782","Commits","230","GitHub","Event","Activity","1"
"8/14/2015 20:25:44","44933792","Commits","230","GitHub","Event","Activity","1"
"8/14/2015 19:00:00","44595042","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","30"
"8/14/2015 19:00:00","44597762","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101800"
"8/14/2015 19:00:00","44600482","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","69"
"8/14/2015 19:00:00","44603202","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/14/2015 19:00:00","44605922","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/14/2015 19:00:00","44608642","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","0"
"8/14/2015 16:05:02","44933802","Commits","230","GitHub","Event","Activity","1"
"8/14/2015 16:00:00","44595032","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","32"
"8/14/2015 16:00:00","44597752","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","101900"
"8/14/2015 16:00:00","44600472","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","57"
"8/14/2015 16:00:00","44603192","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/14/2015 16:00:00","44605912","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
"8/14/2015 16:00:00","44608632","Cloud cover amount at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","20"
"8/14/2015 13:00:00","44595022","Temperature at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Degrees Celsius","Environment","32"
"8/14/2015 13:00:00","44597742","Pressure at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Pascal","Environment","102100"
"8/14/2015 13:00:00","44600462","Humidity at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Percent","Environment","62"
"8/14/2015 13:00:00","44603182","Visibility at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Kilometers","Environment","10"
"8/14/2015 13:00:00","44605902","Precipitation at Glen Carbon Crossing, Illinois, United States of America","230","Weather","Millimeters","Environment","0"
